MIN;AVG;MAX
3;103;128
38;106;123
91;111;121
95;112;121
67;103;120
80;103;120
79;104;120
73;108;121
13;109;123
93;111;123
91;112;122
87;109;122
61;114;129
89;108;122
85;113;122
95;116;125
92;114;124
