MIN;AVG;MAX
3;91;123
11;95;115
53;100;118
56;101;115
55;102;117
52;101;117
51;96;116
52;100;121
54;101;121
58;104;117
56;103;117
56;104;117
55;102;116
57;102;118
56;103;118
55;101;118
53;102;128
56;103;117
57;102;119
55;103;117
55;104;118
54;99;114
54;99;114
52;102;128
54;102;117
52;101;118
55;102;118
57;103;118
57;102;117
37;97;114
55;102;127
56;101;115
51;101;117
54;101;117
50;97;116
44;94;117
50;97;116
55;103;118
49;101;127
