MIN;AVG;MAX
3;87;120
11;105;120
86;107;119
91;109;119
92;110;120
84;108;120
90;109;119
62;110;132
63;102;119
93;109;120
67;107;120
35;105;120
94;111;121
37;107;121
77;109;120
29;108;132
40;101;120
5;104;118
73;107;121
55;109;121
83;109;120
92;111;120
89;110;121
70;101;132
87;107;119
91;110;119
90;110;119
80;107;120
87;109;121
84;107;120
79;110;132
52;98;117
